episode 1 of 100000 complete,  explore val = 0.01, episode reward = 134.0, ave reward = 134.0, sim time = 0.565, fit time = 0.742, episode_time = 1.307
episode 7061 of 100000 complete,  explore val = 0.01, episode reward = 234.6, ave reward = 482.4, sim time = 0.455, fit time = 10.001, episode_time = 10.456
episode 7062 of 100000 complete,  explore val = 0.01, episode reward = 83.9, ave reward = 483.0, sim time = 0.291, fit time = 0.0, episode_time = 0.291
episode 7063 of 100000 complete,  explore val = 0.01, episode reward = 595.3, ave reward = 482.2, sim time = 0.381, fit time = 0.0, episode_time = 0.381
episode 7064 of 100000 complete,  explore val = 0.01, episode reward = 249.4, ave reward = 482.9, sim time = 0.425, fit time = 0.0, episode_time = 0.425
episode 7065 of 100000 complete,  explore val = 0.01, episode reward = 609.6, ave reward = 480.5, sim time = 0.464, fit time = 0.0, episode_time = 0.464
episode 7066 of 100000 complete,  explore val = 0.01, episode reward = 346.2, ave reward = 484.8, sim time = 0.375, fit time = 0.0, episode_time = 0.375
episode 7067 of 100000 complete,  explore val = 0.01, episode reward = -25.0, ave reward = 481.6, sim time = 0.386, fit time = 0.0, episode_time = 0.386
episode 7068 of 100000 complete,  explore val = 0.01, episode reward = 611.0, ave reward = 478.7, sim time = 0.431, fit time = 0.0, episode_time = 0.431
episode 7069 of 100000 complete,  explore val = 0.01, episode reward = 1092.3, ave reward = 473.7, sim time = 0.503, fit time = 0.0, episode_time = 0.503
episode 7070 of 100000 complete,  explore val = 0.01, episode reward = 788.6, ave reward = 474.4, sim time = 0.476, fit time = 0.0, episode_time = 0.476
episode 7071 of 100000 complete,  explore val = 0.01, episode reward = 430.9, ave reward = 477.2, sim time = 0.424, fit time = 10.752, episode_time = 11.177
episode 7072 of 100000 complete,  explore val = 0.01, episode reward = 349.9, ave reward = 478.4, sim time = 0.395, fit time = 0.0, episode_time = 0.395
episode 7073 of 100000 complete,  explore val = 0.01, episode reward = -82.1, ave reward = 477.4, sim time = 0.298, fit time = 0.0, episode_time = 0.298
episode 7074 of 100000 complete,  explore val = 0.01, episode reward = 662.7, ave reward = 473.8, sim time = 0.501, fit time = 0.0, episode_time = 0.501
episode 7075 of 100000 complete,  explore val = 0.01, episode reward = -119.8, ave reward = 478.1, sim time = 0.326, fit time = 0.0, episode_time = 0.326
episode 7076 of 100000 complete,  explore val = 0.01, episode reward = 165.5, ave reward = 471.2, sim time = 0.27, fit time = 0.0, episode_time = 0.27
episode 7077 of 100000 complete,  explore val = 0.01, episode reward = 338.4, ave reward = 470.3, sim time = 0.382, fit time = 0.0, episode_time = 0.382
episode 7078 of 100000 complete,  explore val = 0.01, episode reward = 150.1, ave reward = 462.3, sim time = 0.424, fit time = 0.0, episode_time = 0.424
episode 7079 of 100000 complete,  explore val = 0.01, episode reward = 433.4, ave reward = 461.1, sim time = 0.403, fit time = 0.0, episode_time = 0.403
episode 7080 of 100000 complete,  explore val = 0.01, episode reward = 343.8, ave reward = 452.2, sim time = 0.401, fit time = 0.0, episode_time = 0.401
episode 7081 of 100000 complete,  explore val = 0.01, episode reward = 356.2, ave reward = 449.7, sim time = 0.379, fit time = 10.106, episode_time = 10.485
episode 7082 of 100000 complete,  explore val = 0.01, episode reward = 252.3, ave reward = 446.6, sim time = 0.296, fit time = 0.0, episode_time = 0.297
episode 7083 of 100000 complete,  explore val = 0.01, episode reward = 1834.2, ave reward = 443.3, sim time = 0.586, fit time = 0.0, episode_time = 0.586
episode 7084 of 100000 complete,  explore val = 0.01, episode reward = 275.7, ave reward = 455.7, sim time = 0.33, fit time = 0.0, episode_time = 0.33
episode 7085 of 100000 complete,  explore val = 0.01, episode reward = 0.7, ave reward = 456.5, sim time = 0.236, fit time = 0.0, episode_time = 0.236
episode 7086 of 100000 complete,  explore val = 0.01, episode reward = 487.7, ave reward = 453.2, sim time = 0.385, fit time = 0.001, episode_time = 0.385
episode 7087 of 100000 complete,  explore val = 0.01, episode reward = 257.5, ave reward = 454.7, sim time = 0.298, fit time = 0.0, episode_time = 0.298
episode 7088 of 100000 complete,  explore val = 0.01, episode reward = 412.3, ave reward = 455.3, sim time = 0.496, fit time = 0.0, episode_time = 0.496
episode 7089 of 100000 complete,  explore val = 0.01, episode reward = 544.6, ave reward = 451.0, sim time = 0.408, fit time = 0.0, episode_time = 0.408
episode 7090 of 100000 complete,  explore val = 0.01, episode reward = 2060.7, ave reward = 452.6, sim time = 0.677, fit time = 0.0, episode_time = 0.677
episode 7091 of 100000 complete,  explore val = 0.01, episode reward = 13.4, ave reward = 471.6, sim time = 0.208, fit time = 10.053, episode_time = 10.262
episode 7092 of 100000 complete,  explore val = 0.01, episode reward = 816.8, ave reward = 464.9, sim time = 0.575, fit time = 0.0, episode_time = 0.575
episode 7093 of 100000 complete,  explore val = 0.01, episode reward = 396.9, ave reward = 469.6, sim time = 0.402, fit time = 0.0, episode_time = 0.402
episode 7094 of 100000 complete,  explore val = 0.01, episode reward = 586.0, ave reward = 462.7, sim time = 0.453, fit time = 0.0, episode_time = 0.453
episode 7095 of 100000 complete,  explore val = 0.01, episode reward = 309.7, ave reward = 467.5, sim time = 0.385, fit time = 0.0, episode_time = 0.385
episode 7096 of 100000 complete,  explore val = 0.01, episode reward = 896.8, ave reward = 472.7, sim time = 0.518, fit time = 0.0, episode_time = 0.518
episode 7097 of 100000 complete,  explore val = 0.01, episode reward = 549.4, ave reward = 471.1, sim time = 0.439, fit time = 0.0, episode_time = 0.439
episode 7098 of 100000 complete,  explore val = 0.01, episode reward = 518.7, ave reward = 468.2, sim time = 0.397, fit time = 0.0, episode_time = 0.397
episode 7099 of 100000 complete,  explore val = 0.01, episode reward = 283.0, ave reward = 470.6, sim time = 0.337, fit time = 0.0, episode_time = 0.337
episode 7100 of 100000 complete,  explore val = 0.01, episode reward = 1251.5, ave reward = 468.5, sim time = 0.548, fit time = 0.0, episode_time = 0.548
episode 7101 of 100000 complete,  explore val = 0.01, episode reward = 548.7, ave reward = 482.0, sim time = 0.439, fit time = 11.186, episode_time = 11.625
episode 7102 of 100000 complete,  explore val = 0.01, episode reward = 27.2, ave reward = 479.3, sim time = 0.287, fit time = 0.0, episode_time = 0.287
episode 7103 of 100000 complete,  explore val = 0.01, episode reward = 68.5, ave reward = 475.8, sim time = 0.261, fit time = 0.0, episode_time = 0.261
episode 7104 of 100000 complete,  explore val = 0.01, episode reward = 393.3, ave reward = 470.2, sim time = 0.333, fit time = 0.0, episode_time = 0.333
episode 7105 of 100000 complete,  explore val = 0.01, episode reward = -55.4, ave reward = 468.7, sim time = 0.3, fit time = 0.0, episode_time = 0.3
episode 7106 of 100000 complete,  explore val = 0.01, episode reward = 333.2, ave reward = 463.5, sim time = 0.303, fit time = 0.0, episode_time = 0.303
episode 7107 of 100000 complete,  explore val = 0.01, episode reward = 414.5, ave reward = 462.6, sim time = 0.333, fit time = 0.0, episode_time = 0.333
episode 7108 of 100000 complete,  explore val = 0.01, episode reward = 101.9, ave reward = 460.9, sim time = 0.3, fit time = 0.0, episode_time = 0.3
episode 7109 of 100000 complete,  explore val = 0.01, episode reward = 22.8, ave reward = 455.2, sim time = 0.284, fit time = 0.0, episode_time = 0.284
episode 7110 of 100000 complete,  explore val = 0.01, episode reward = 1438.4, ave reward = 453.8, sim time = 0.511, fit time = 0.0, episode_time = 0.511
episode 7111 of 100000 complete,  explore val = 0.01, episode reward = 1431.0, ave reward = 465.4, sim time = 0.5, fit time = 9.416, episode_time = 9.916
episode 7112 of 100000 complete,  explore val = 0.01, episode reward = -232.2, ave reward = 475.9, sim time = 0.3, fit time = 0.0, episode_time = 0.3
episode 7113 of 100000 complete,  explore val = 0.01, episode reward = 1076.4, ave reward = 469.6, sim time = 0.486, fit time = 0.0, episode_time = 0.486
episode 7114 of 100000 complete,  explore val = 0.01, episode reward = 169.7, ave reward = 474.0, sim time = 0.286, fit time = 0.0, episode_time = 0.286
episode 7115 of 100000 complete,  explore val = 0.01, episode reward = 534.4, ave reward = 473.9, sim time = 0.367, fit time = 0.0, episode_time = 0.367
episode 7116 of 100000 complete,  explore val = 0.01, episode reward = 921.8, ave reward = 470.8, sim time = 0.464, fit time = 0.0, episode_time = 0.464
episode 7117 of 100000 complete,  explore val = 0.01, episode reward = 996.2, ave reward = 476.3, sim time = 0.512, fit time = 0.0, episode_time = 0.512
episode 7118 of 100000 complete,  explore val = 0.01, episode reward = 210.5, ave reward = 483.9, sim time = 0.235, fit time = 0.0, episode_time = 0.235
episode 7119 of 100000 complete,  explore val = 0.01, episode reward = 329.1, ave reward = 486.1, sim time = 0.384, fit time = 0.0, episode_time = 0.384
episode 7120 of 100000 complete,  explore val = 0.01, episode reward = 114.3, ave reward = 488.3, sim time = 0.241, fit time = 0.0, episode_time = 0.241
episode 7121 of 100000 complete,  explore val = 0.01, episode reward = 319.6, ave reward = 476.7, sim time = 0.316, fit time = 9.45, episode_time = 9.767
episode 7122 of 100000 complete,  explore val = 0.01, episode reward = 560.8, ave reward = 478.1, sim time = 0.421, fit time = 0.0, episode_time = 0.421
episode 7123 of 100000 complete,  explore val = 0.01, episode reward = 647.6, ave reward = 469.2, sim time = 0.444, fit time = 0.0, episode_time = 0.444
episode 7124 of 100000 complete,  explore val = 0.01, episode reward = 244.2, ave reward = 462.1, sim time = 0.475, fit time = 0.0, episode_time = 0.475
episode 7125 of 100000 complete,  explore val = 0.01, episode reward = 205.5, ave reward = 462.6, sim time = 0.372, fit time = 0.0, episode_time = 0.372
episode 7126 of 100000 complete,  explore val = 0.01, episode reward = 427.6, ave reward = 461.6, sim time = 0.398, fit time = 0.0, episode_time = 0.398
episode 7127 of 100000 complete,  explore val = 0.01, episode reward = 194.5, ave reward = 462.4, sim time = 0.444, fit time = 0.0, episode_time = 0.444
episode 7128 of 100000 complete,  explore val = 0.01, episode reward = 301.2, ave reward = 457.7, sim time = 0.361, fit time = 0.0, episode_time = 0.361
episode 7129 of 100000 complete,  explore val = 0.01, episode reward = 571.4, ave reward = 447.5, sim time = 0.452, fit time = 0.0, episode_time = 0.453
episode 7130 of 100000 complete,  explore val = 0.01, episode reward = 514.3, ave reward = 448.9, sim time = 0.496, fit time = 0.0, episode_time = 0.497
episode 7131 of 100000 complete,  explore val = 0.01, episode reward = 1485.4, ave reward = 446.6, sim time = 0.613, fit time = 10.445, episode_time = 11.058
episode 7132 of 100000 complete,  explore val = 0.01, episode reward = 283.8, ave reward = 453.1, sim time = 0.334, fit time = 0.0, episode_time = 0.335
episode 7133 of 100000 complete,  explore val = 0.01, episode reward = 643.0, ave reward = 449.9, sim time = 0.402, fit time = 0.0, episode_time = 0.402
episode 7134 of 100000 complete,  explore val = 0.01, episode reward = 236.9, ave reward = 455.2, sim time = 0.304, fit time = 0.0, episode_time = 0.304
episode 7135 of 100000 complete,  explore val = 0.01, episode reward = 896.9, ave reward = 455.6, sim time = 0.528, fit time = 0.0, episode_time = 0.528
episode 7136 of 100000 complete,  explore val = 0.01, episode reward = 585.9, ave reward = 458.2, sim time = 0.396, fit time = 0.0, episode_time = 0.397
episode 7137 of 100000 complete,  explore val = 0.01, episode reward = 1583.2, ave reward = 459.6, sim time = 0.655, fit time = 0.0, episode_time = 0.655
episode 7138 of 100000 complete,  explore val = 0.01, episode reward = 379.1, ave reward = 476.4, sim time = 0.376, fit time = 0.0, episode_time = 0.377
episode 7139 of 100000 complete,  explore val = 0.01, episode reward = 315.3, ave reward = 477.1, sim time = 0.371, fit time = 0.0, episode_time = 0.371
episode 7140 of 100000 complete,  explore val = 0.01, episode reward = 406.4, ave reward = 477.4, sim time = 0.356, fit time = 0.0, episode_time = 0.356
episode 7141 of 100000 complete,  explore val = 0.01, episode reward = 1155.2, ave reward = 477.6, sim time = 0.544, fit time = 11.225, episode_time = 11.769
episode 7142 of 100000 complete,  explore val = 0.01, episode reward = 190.3, ave reward = 486.0, sim time = 0.301, fit time = 0.0, episode_time = 0.301
episode 7143 of 100000 complete,  explore val = 0.01, episode reward = 685.1, ave reward = 485.6, sim time = 0.532, fit time = 0.0, episode_time = 0.532
episode 7144 of 100000 complete,  explore val = 0.01, episode reward = 835.8, ave reward = 494.5, sim time = 0.42, fit time = 0.0, episode_time = 0.42
episode 7145 of 100000 complete,  explore val = 0.01, episode reward = 806.3, ave reward = 499.9, sim time = 0.479, fit time = 0.0, episode_time = 0.48
episode 7146 of 100000 complete,  explore val = 0.01, episode reward = 250.6, ave reward = 506.4, sim time = 0.326, fit time = 0.0, episode_time = 0.326
episode 7147 of 100000 complete,  explore val = 0.01, episode reward = -312.6, ave reward = 501.1, sim time = 0.256, fit time = 0.0, episode_time = 0.256
episode 7148 of 100000 complete,  explore val = 0.01, episode reward = 289.8, ave reward = 495.3, sim time = 0.394, fit time = 0.0, episode_time = 0.394
episode 7149 of 100000 complete,  explore val = 0.01, episode reward = 967.5, ave reward = 486.3, sim time = 0.469, fit time = 0.0, episode_time = 0.469
episode 7150 of 100000 complete,  explore val = 0.01, episode reward = 302.6, ave reward = 496.1, sim time = 0.424, fit time = 0.0, episode_time = 0.424
episode 7151 of 100000 complete,  explore val = 0.01, episode reward = 259.7, ave reward = 497.2, sim time = 0.287, fit time = 10.493, episode_time = 10.781
episode 7152 of 100000 complete,  explore val = 0.01, episode reward = 399.2, ave reward = 498.9, sim time = 0.414, fit time = 0.0, episode_time = 0.414
episode 7153 of 100000 complete,  explore val = 0.01, episode reward = 1135.3, ave reward = 500.1, sim time = 0.526, fit time = 0.0, episode_time = 0.526
episode 7154 of 100000 complete,  explore val = 0.01, episode reward = 387.8, ave reward = 492.5, sim time = 0.352, fit time = 0.0, episode_time = 0.352
episode 7155 of 100000 complete,  explore val = 0.01, episode reward = 762.5, ave reward = 491.7, sim time = 0.452, fit time = 0.0, episode_time = 0.452
episode 7156 of 100000 complete,  explore val = 0.01, episode reward = 165.1, ave reward = 492.5, sim time = 0.354, fit time = 0.0, episode_time = 0.354
episode 7157 of 100000 complete,  explore val = 0.01, episode reward = 216.7, ave reward = 492.4, sim time = 0.269, fit time = 0.0, episode_time = 0.269
episode 7158 of 100000 complete,  explore val = 0.01, episode reward = 604.3, ave reward = 490.4, sim time = 0.385, fit time = 0.0, episode_time = 0.385
episode 7159 of 100000 complete,  explore val = 0.01, episode reward = 380.9, ave reward = 490.7, sim time = 0.392, fit time = 0.0, episode_time = 0.392
episode 7160 of 100000 complete,  explore val = 0.01, episode reward = -124.6, ave reward = 492.8, sim time = 0.317, fit time = 0.0, episode_time = 0.317
episode 7161 of 100000 complete,  explore val = 0.01, episode reward = 251.7, ave reward = 483.7, sim time = 0.334, fit time = 9.563, episode_time = 9.897
